"review_index","source_file","source_path","trace_index","fiber_id","nd2_name","tile_name","baseline_9p5_10d","shifted_max","shifted_min","shifted_amplitude","predicted_label","model_top_label","prediction_confidence","target_label_distance","reviewed_label","notes"
"1","HPC 0112-5.npz","data/raw/hpc/HPC 0112-5.npz","722","4516","0112-5-CA1","0112-5-CA1","0.03661467290625044","0.7923574277213394","-0.03993682659599963","0.7923574277213394","complex","complex","0.5951434864686366","","complex",""
"2","HPC 0203-2.npz","data/raw/hpc/HPC 0203-2.npz","582","1494","0203-2-B2-40X003","0203-2-B2-40X003","-0.01581200230641387","0.6928534976229099","-0.05570300437806361","0.6928534976229099","complex","complex","0.555698694746283","","complex",""
"3","HPC 0203-3.npz","data/raw/hpc/HPC 0203-3.npz","876","3648","0203-3-C2002","0203-3-C2002","0.040728656756581806","0.712129543325714","-0.22199448738081523","0.712129543325714","complex","complex","0.5272334025228423","","complex",""
"4","HPC 0120-5.npz","data/raw/hpc/HPC 0120-5.npz","38","2030","0120-5-CA1000","0120-5-CA1000","-0.0035596620159058807","0.7698185817237118","-0.020673164383994302","0.7698185817237118","complex","complex","0.5134532477491685","","complex",""
"5","HPC 0203-4.npz","data/raw/hpc/HPC 0203-4.npz","654","2903","0203-4-B5002","0203-4-B5002","-0.0808775788085928","0.9095471295510529","-0.06167712002762114","0.9095471295510529","complex","complex","0.49416458597967916","","complex",""
"6","HPC 0203-5.npz","data/raw/hpc/HPC 0203-5.npz","966","2938","0203-5-A5-DG","0203-5-A5-DG","-0.011238119045008443","0.3655141185399561","-0.10650606082353355","0.3655141185399561","complex","complex","0.48752478106361585","","complex",""
"7","HPC 0203-5.npz","data/raw/hpc/HPC 0203-5.npz","223","191","0203-5-A2-DG","0203-5-A2-DG","0.08827859280029994","0.47275552636864315","-0.13847893791048352","0.47275552636864315","complex","complex","0.47652005500252104","","complex",""
"8","HPC 0203-3.npz","data/raw/hpc/HPC 0203-3.npz","424","3866","0203-3-B5003","0203-3-B5003","0.008560337222768069","1.1544875336857596","-0.05386873075671233","1.1544875336857596","complex","complex","0.47060499025478164","","complex",""
"9","HPC 0203-5.npz","data/raw/hpc/HPC 0203-5.npz","1002","4202","0203-5-A5-DG","0203-5-A5-DG","-0.040391869659928165","1.339474986787424","-0.02034295251042184","1.339474986787424","complex","complex","0.46203779138765105","","complex",""
"10","HPC 0203-2.npz","data/raw/hpc/HPC 0203-2.npz","510","4274","0203-2-B2-40X002","0203-2-B2-40X002","0.013882927948789897","0.35198260893873123","-0.04782176651149185","0.35198260893873123","complex","complex","0.46033354562212564","","complex",""
"11","HPC 0212-1.npz","data/raw/hpc/HPC 0212-1.npz","11","295","0212-1-B2-DG001","0212-1-B2-DG001","-0.00328996453312404","0.32423638283489975","-0.08635178017498886","0.32423638283489975","complex","complex","0.4487034571673329","","complex",""
"12","HPC 0203-4.npz","data/raw/hpc/HPC 0203-4.npz","498","3605","0203-4-B5001","0203-4-B5001","-0.01561642835022594","1.1309911838090632","-0.046808926654961246","1.1309911838090632","complex","complex","0.4427863148632736","","complex",""
"13","HPC 0112-5.npz","data/raw/hpc/HPC 0112-5.npz","709","4200","0112-5-CA1","0112-5-CA1","0.04505948642098184","1.4935931440385641","-0.11690875935862273","1.4935931440385641","complex","complex","0.43273776878118775","","complex",""
"14","HPC 0203-4.npz","data/raw/hpc/HPC 0203-4.npz","1404","40","0203-4-C5-DG","0203-4-C5-DG","0.05038790537261399","0.4591137708705528","-0.1645763025524173","0.4591137708705528","complex","complex","0.4325363733924707","","complex",""
"15","HPC 0203-5.npz","data/raw/hpc/HPC 0203-5.npz","2800","2121","0203-5-C5004","0203-5-C5004","0.00416599292855534","0.44380752667639345","-0.6297167630872277","0.6297167630872277","complex","complex","0.4100767059979317","","complex",""
"16","HPC 0112-5.npz","data/raw/hpc/HPC 0112-5.npz","392","1060","0112-5-CA1004","0112-5-CA1004","-0.00008889751358152183","0.6507952403232768","-0.012007627779050019","0.6507952403232768","complex","complex","0.4088750626469347","","complex",""
"17","HPC 0203-4.npz","data/raw/hpc/HPC 0203-4.npz","345","1900","0203-4-B2003","0203-4-B2003","-0.004273670029400147","0.3595482227521344","-0.059291940419502566","0.3595482227521344","complex","complex","0.40481091043824924","","complex",""
"18","HPC 0203-5.npz","data/raw/hpc/HPC 0203-5.npz","366","2457","0203-5-A2-DG","0203-5-A2-DG","-0.04403377411025947","0.4016011255030486","-0.0930968631592474","0.4016011255030486","complex","complex","0.39884065761703513","","complex",""
"19","HPC 0203-5.npz","data/raw/hpc/HPC 0203-5.npz","749","576","0203-5-A2","0203-5-A2","0.012621273937621491","0.32998686092899254","-0.10989522143926791","0.32998686092899254","complex","complex","0.39285254367772915","","complex",""
"20","HPC 0120-5.npz","data/raw/hpc/HPC 0120-5.npz","542","5","0120-5-CA1005","0120-5-CA1005","-0.03452241389405855","0.32431011556297407","-0.04021133153655748","0.32431011556297407","complex","complex","0.3913339610707215","","complex",""
"21","HPC 0203-5.npz","data/raw/hpc/HPC 0203-5.npz","876","323","0203-5-A5-DG","0203-5-A5-DG","-0.09358071163732695","0.33369121293979553","-0.02491034180372989","0.33369121293979553","dual_peak","dual_peak","0.5840894635276797","","sustained_response",""
"22","HPC 0203-5.npz","data/raw/hpc/HPC 0203-5.npz","397","3348","0203-5-A2-DG","0203-5-A2-DG","0.06106589060214833","0.3312883178532507","-0.07236692733993602","0.3312883178532507","dual_peak","dual_peak","0.5779762311210234","","sustained_response",""
"23","HPC 0212-5.npz","data/raw/hpc/HPC 0212-5.npz","1336","1293","0212-5-B5-40X004","0212-5-B5-40X004","-0.2905165091720286","0.32370886714552144","-0.015788723960535378","0.32370886714552144","dual_peak","dual_peak","0.5191887895855379","","sustained_response",""
"24","HPC 0212-5.npz","data/raw/hpc/HPC 0212-5.npz","3041","164","0212-5-C5-40X","0212-5-C5-40X","0.000029033892336161354","0.2973575623901869","-0.06546968618487417","0.2973575623901869","dual_peak","dual_peak","0.5079098040549385","","dual_peak",""
"25","HPC 0212-1.npz","data/raw/hpc/HPC 0212-1.npz","151","5669","0212-1-B2-DG001","0212-1-B2-DG001","0.016585624451183112","0.48824868292646656","-0.025585988876821415","0.48824868292646656","dual_peak","dual_peak","0.5014341932931434","","dual_peak",""
"26","HPC 0203-5.npz","data/raw/hpc/HPC 0203-5.npz","413","3645","0203-5-A2-DG","0203-5-A2-DG","0.05769226184511538","0.4078437016970553","-0.08743143341868158","0.4078437016970553","dual_peak","dual_peak","0.499795968834098","","dual_peak",""
"27","HPC 0203-5.npz","data/raw/hpc/HPC 0203-5.npz","2395","2697","0203-5-B5003","0203-5-B5003","0.027172482396746026","0.3689365971325389","-0.06594393983655832","0.3689365971325389","dual_peak","dual_peak","0.49033909283063465","","dual_peak",""
"28","HPC 0203-5.npz","data/raw/hpc/HPC 0203-5.npz","1964","3452","0203-5-B5-DG","0203-5-B5-DG","-0.013682424709508628","0.28173146034024243","-0.10291021325666838","0.28173146034024243","dual_peak","dual_peak","0.47420601642148624","","dual_peak",""
"29","HPC 0112-5.npz","data/raw/hpc/HPC 0112-5.npz","505","4977","0112-5-CA1004","0112-5-CA1004","-0.02042350198856883","0.26214715118064835","-0.011144531157415278","0.26214715118064835","dual_peak","dual_peak","0.4729860238001106","","dual_peak",""
"30","HPC 0212-5.npz","data/raw/hpc/HPC 0212-5.npz","3125","3092","0212-5-C5-40X","0212-5-C5-40X","-0.013498627013458688","1.4315961443932432","-0.03200692419871301","1.4315961443932432","dual_peak","dual_peak","0.44951337601463826","","strong_first_peak",""
"31","HPC 0212-2.npz","data/raw/hpc/HPC 0212-2.npz","253","3941","0212-2-B2-CA1002","0212-2-B2-CA1002","0.046750449499962106","0.3033718233071912","-0.05327200787185442","0.3033718233071912","dual_peak","dual_peak","0.44072630580652516","","sustained_response",""
"32","HPC 0203-5.npz","data/raw/hpc/HPC 0203-5.npz","214","61","0203-5-A2-DG","0203-5-A2-DG","-0.01729356718390091","1.5374825327714552","-0.03249567982401318","1.5374825327714552","dual_peak","dual_peak","0.4351929592405858","","weak_first_peak",""
"33","HPC 0120-5.npz","data/raw/hpc/HPC 0120-5.npz","236","1597","0120-5-CA1002","0120-5-CA1002","-0.03184714104514593","0.553025023370837","-0.03076760787377108","0.553025023370837","dual_peak","dual_peak","0.43418206088708716","","strong_first_peak",""
"34","HPC 0120-5.npz","data/raw/hpc/HPC 0120-5.npz","334","1230","0120-5-CA1003","0120-5-CA1003","-0.009333055432465528","0.6832896008812227","-0.04423628819536737","0.6832896008812227","dual_peak","dual_peak","0.4280245467762526","","strong_first_peak",""
"35","HPC 0203-5.npz","data/raw/hpc/HPC 0203-5.npz","1801","3517","0203-5-B5-DG001","0203-5-B5-DG001","-0.05881835614615675","0.26262371716632815","-0.024341867967160084","0.26262371716632815","dual_peak","dual_peak","0.42377120356315734","","sustained_response",""
"36","HPC 0203-2.npz","data/raw/hpc/HPC 0203-2.npz","219","3074","0203-2-A5-40X002","0203-2-A5-40X002","0.021886256012914006","0.23467409308510206","-0.04922166981346186","0.23467409308510206","dual_peak","dual_peak","0.4143577575517533","","sustained_response",""
"37","HPC 0212-1.npz","data/raw/hpc/HPC 0212-1.npz","573","3655","0212-1-B2-DG","0212-1-B2-DG","-0.0028668266056082166","0.9462857423436984","-0.023455857366543435","0.9462857423436984","dual_peak","dual_peak","0.41255432700486117","","strong_first_peak",""
"38","HPC 0203-5.npz","data/raw/hpc/HPC 0203-5.npz","1817","79","0203-5-B5-DG","0203-5-B5-DG","0.03333280969467412","0.35690563381669027","-0.14130851496393942","0.35690563381669027","dual_peak","dual_peak","0.3940900406716639","","sustained_response",""
"39","HPC 0212-5.npz","data/raw/hpc/HPC 0212-5.npz","860","2308","0212-5-B2-40X","0212-5-B2-40X","-0.007524840276560866","0.24523115181978072","-0.03664937696269682","0.24523115181978072","dual_peak","dual_peak","0.39036414534596053","","sustained_response",""
"40","HPC 0203-5.npz","data/raw/hpc/HPC 0203-5.npz","489","101","0203-5-A2001","0203-5-A2001","-0.0011350950937543435","0.4935462055511042","-0.06121081933082927","0.4935462055511042","dual_peak","dual_peak","0.37977378889143876","","sustained_response",""
"41","HPC 0112-5.npz","data/raw/hpc/HPC 0112-5.npz","8","244","0112-5-CA1001","0112-5-CA1001","0.03137642747205348","0.022303960866025187","-0.8540966486352143","0.8540966486352143","inhibition","inhibition","1","","inhibition",""
"42","HPC 0112-5.npz","data/raw/hpc/HPC 0112-5.npz","76","2502","0112-5-CA1001","0112-5-CA1001","-0.0108799112085077","0.04405145958933494","-0.838869773926168","0.838869773926168","inhibition","inhibition","1","","inhibition",""
"43","HPC 0112-5.npz","data/raw/hpc/HPC 0112-5.npz","419","2213","0112-5-CA1004","0112-5-CA1004","0.009713851000228155","0.004750246797975479","-0.7532516358184409","0.7532516358184409","inhibition","inhibition","1","","inhibition",""
"44","HPC 0120-3.npz","data/raw/hpc/HPC 0120-3.npz","20","773","0120-3-CA1001","0120-3-CA1001","-0.0032773299821011186","0.019484572799054602","-0.897718793740344","0.897718793740344","inhibition","inhibition","1","","inhibition",""
"45","HPC 0120-3.npz","data/raw/hpc/HPC 0120-3.npz","51","2449","0120-3-CA1001","0120-3-CA1001","-0.010826604864662298","0.03334989677335933","-0.7959685569075144","0.7959685569075144","inhibition","inhibition","1","","inhibition",""
"46","HPC 0120-3.npz","data/raw/hpc/HPC 0120-3.npz","71","3607","0120-3-CA1001","0120-3-CA1001","0.028428036003036113","0.013056732568699183","-0.9430107083814813","0.9430107083814813","inhibition","inhibition","1","","inhibition",""
